transaction_id,bank_code,payment_method,error_code,timestamp_hour,day_of_month,amount_inr,past_user_failure_count,failure_classification,optimal_retry_delay_hours
4637c196-3781-404f-b648-f24a1a48a34a,AXIS,UPI_AUTOPAY,GATEWAY_DOWNTIME,3,28,4832.61,0,TRANSIENT_DOWNTIME,1.53
8315fa63-99a9-45a0-ab24-18f14016398f,ICICI,UPI_AUTOPAY,GATEWAY_DOWNTIME,3,6,12059.37,1,TRANSIENT_DOWNTIME,2.33
7ae62458-9b9a-41ad-b51b-20a9e4fcc68f,AXIS,UPI_AUTOPAY,GATEWAY_DOWNTIME,2,13,13083.63,2,TRANSIENT_DOWNTIME,2.41
26062a07-17c6-40ef-949a-896d713d5ee8,AXIS,UPI_AUTOPAY,GATEWAY_DOWNTIME,2,7,13607.56,0,TRANSIENT_DOWNTIME,2.92
5adc173c-42e5-44ed-894f-46d60b4f28cb,HDFC,DEBIT_CARD_MANDATE,GATEWAY_DOWNTIME,3,25,19050.82,0,TRANSIENT_DOWNTIME,1.45
0f53137f-b235-4a2f-8ca0-b41de506357f,ICICI,CREDIT_CARD,AUTHENTICATION_TIMEOUT,18,25,29183.25,1,AUTH_EXPIRY,0.97
3ced99c3-df8f-4dc1-bfa2-3486b7ed8f4d,KOTAK,UPI_AUTOPAY,INSUFFICIENT_FUNDS,12,3,8952.6,2,LIQUIDITY_DEFICIT,4.32
e8105b14-186c-404c-ab1c-f96e70cf3c33,HDFC,UPI_AUTOPAY,INSUFFICIENT_FUNDS,8,1,9301.74,2,LIQUIDITY_DEFICIT,33.72
20d0ab24-997b-4193-ab65-75b022d45a8c,SBI,CREDIT_CARD,CARD_EXPIRED,20,7,16414.9,1,TERMINAL_FAIL,937.24
7eb9f6b9-4eed-4d58-9a2b-d6e73896d3bd,HDFC,UPI_AUTOPAY,AUTHENTICATION_TIMEOUT,10,23,1447.16,1,AUTH_EXPIRY,0.1
318bb7c1-bd19-49eb-8091-abc66927a946,KOTAK,DEBIT_CARD_MANDATE,INSUFFICIENT_FUNDS,17,4,10396.01,2,LIQUIDITY_DEFICIT,54.77
26f7923a-a6a9-4375-8be5-c64e1bd88858,HDFC,UPI_AUTOPAY,AUTHENTICATION_TIMEOUT,9,9,10910.98,1,AUTH_EXPIRY,1.09
2b859684-7bfc-4c80-a329-b481f878355b,SBI,CREDIT_CARD,AUTHENTICATION_TIMEOUT,4,30,17815.48,4,AUTH_EXPIRY,0.87
d04ad16c-b862-44b8-948d-7c60f2ecb65f,SBI,CREDIT_CARD,INSUFFICIENT_FUNDS,20,22,5125.02,3,LIQUIDITY_DEFICIT,186.11
0ba145e9-1108-4de9-8c34-0a4672b2afea,SBI,UPI_AUTOPAY,AUTHENTICATION_TIMEOUT,10,31,11538.88,0,AUTH_EXPIRY,1.59
1b5bc683-bf87-44d4-a8d1-86daab14a383,SBI,DEBIT_CARD_MANDATE,INSUFFICIENT_FUNDS,19,5,3536.04,2,LIQUIDITY_DEFICIT,28.06
29bb66c4-a3b9-4dd3-bd27-5d6cd4c8cac8,AXIS,CREDIT_CARD,CARD_EXPIRED,5,24,22164.27,1,TERMINAL_FAIL,1693.96
7ad186d4-dd1b-4a6b-ae35-80bcc607ffae,SBI,UPI_AUTOPAY,GATEWAY_DOWNTIME,14,8,8102.9,0,TRANSIENT_DOWNTIME,1.56
68e689cc-69da-4ca5-be72-57331def511e,KOTAK,UPI_AUTOPAY,CARD_EXPIRED,14,25,4369.5,1,TERMINAL_FAIL,1479.54
203a3ea5-7925-4cf4-8955-b1319449522f,AXIS,CREDIT_CARD,CARD_EXPIRED,4,28,12874.41,2,TERMINAL_FAIL,1978.73
